,Name,Sales,Dollar Volume,Average Price,Median Price,New listings,SNLR,Active listings,MI,Avg SP/LP,Avg DOM,year,month
944,Toronto C12,15,"$50,297,888","$3,353,193","$2,150,000",16,41.3%,100,5.0,92%,66,13,12
945,Toronto C13,22,"$9,386,900","$426,677","$430,000",34,62.2%,73,1.9,99%,25,13,12
946,Toronto C14,85,"$49,720,766","$584,950","$403,000",94,44.6%,311,3.6,97%,40,13,12
947,Toronto C15,78,"$40,553,220","$519,913","$383,090",85,51.5%,201,2.7,99%,34,13,12
948,Toronto East,433,"$205,110,725","$473,697","$445,000",396,62.3%,815,1.8,99%,28,13,12
949,Toronto E01,49,"$27,960,040","$570,613","$549,900",25,60.7%,47,1.5,101%,26,13,12
950,Toronto E02,32,"$29,358,535","$917,454","$651,000",22,62.3%,56,1.4,97%,27,13,12
951,Toronto E03,45,"$24,755,323","$550,118","$545,000",39,63.3%,49,1.3,100%,23,13,12
952,Toronto E04,43,"$16,859,000","$392,070","$445,000",56,63.2%,101,1.8,98%,32,13,12
953,Toronto E05,37,"$14,407,238","$389,385","$325,000",32,70.1%,64,1.5,100%,27,13,12
954,Toronto E06,28,"$14,818,800","$529,243","$479,000",26,57.2%,38,1.7,99%,28,13,12
955,Toronto E07,58,"$24,128,588","$416,010","$377,400",40,62.9%,100,2.0,100%,25,13,12
956,Toronto E08,34,"$12,350,850","$363,260","$227,000",25,59.1%,60,2.3,98%,36,13,12
957,Toronto E09,49,"$16,344,601","$333,563","$276,000",64,59.5%,138,2.1,98%,31,13,12
958,Toronto E10,29,"$12,315,250","$424,664","$445,000",25,57.7%,76,2.3,99%,30,13,12
959,Toronto E11,29,"$11,812,500","$407,328","$387,500",42,66.1%,86,1.9,98%,22,13,12
960,TREB Total,"4,135","$2,177,191,743","$526,528","$438,000","8,822",53.6%,"11,903",2.6,98%,36,14,1
961,City of Toronto Total,"1,551","$856,763,881","$552,395","$435,000","3,610",51.8%,"4,871",2.7,99%,36,14,1
962,Toronto West,378,"$172,650,572","$456,748","$421,495",830,54.4%,"1,174",2.7,99%,38,14,1
963,Toronto W01,27,"$12,822,687","$474,914","$410,000",52,51.3%,90,2.7,100%,46,14,1
964,Toronto W02,19,"$10,790,800","$567,937","$541,000",45,67.0%,62,1.3,99%,25,14,1
965,Toronto W03,29,"$13,455,676","$463,989","$476,000",47,64.4%,47,1.6,102%,24,14,1
966,Toronto W04,33,"$13,158,700","$398,748","$420,000",79,60.1%,89,2.3,99%,40,14,1
967,Toronto W05,67,"$23,822,258","$355,556","$355,000",99,53.3%,157,3.1,98%,42,14,1
968,Toronto W06,56,"$25,827,740","$461,210","$390,000",159,44.0%,249,4.2,99%,53,14,1
969,Toronto W07,14,"$10,885,500","$777,536","$642,250",21,66.0%,17,1.4,103%,34,14,1
970,Toronto W08,64,"$40,423,511","$631,617","$578,000",186,52.7%,256,2.8,98%,32,14,1
971,Toronto W09,21,"$7,622,900","$362,995","$376,500",44,58.4%,59,2.4,98%,36,14,1
972,Toronto W10,48,"$13,840,800","$288,350","$238,000",98,51.9%,148,3.0,97%,37,14,1
973,Toronto Central,739,"$494,916,261","$669,711","$455,000","2,010",46.4%,"2,865",3.3,98%,39,14,1
974,Toronto C01,198,"$96,376,549","$486,750","$392,500",678,41.5%,998,4.0,98%,42,14,1
975,Toronto C02,29,"$27,257,052","$939,898","$725,000",85,44.0%,168,4.2,98%,33,14,1
976,Toronto C03,27,"$30,112,600","$1,115,281","$625,000",59,55.5%,69,2.6,97%,37,14,1
977,Toronto C04,43,"$51,293,000","$1,192,860","$1,081,000",117,49.7%,160,2.7,99%,29,14,1
978,Toronto C06,20,"$11,213,000","$560,650","$648,750",39,42.2%,62,3.8,99%,34,14,1
979,Toronto C07,65,"$43,902,913","$675,429","$508,000",147,44.8%,206,3.5,97%,35,14,1
980,Toronto C08,81,"$39,421,968","$486,691","$395,000",181,50.5%,267,2.9,97%,49,14,1
981,Toronto C09,8,"$16,057,235","$2,007,154","$1,607,500",42,52.9%,58,3.1,100%,69,14,1
982,Toronto C10,27,"$19,984,950","$740,183","$665,000",57,55.6%,63,2.1,101%,24,14,1
983,Toronto C11,29,"$20,714,481","$714,292","$235,000",63,61.8%,59,1.8,100%,29,14,1
984,Toronto C12,16,"$24,894,400","$1,555,900","$1,408,750",61,40.7%,110,5.1,96%,56,14,1
985,Toronto C13,35,"$21,273,700","$607,820","$419,000",73,60.4%,83,2.0,100%,33,14,1
986,Toronto C14,86,"$53,377,060","$620,663","$442,390",256,42.0%,355,3.8,98%,42,14,1
987,Toronto C15,75,"$39,037,353","$520,498","$392,000",152,49.2%,207,2.9,100%,36,14,1
988,Toronto East,434,"$189,197,048","$435,938","$427,500",770,60.1%,832,1.8,101%,28,14,1
989,Toronto E01,35,"$20,943,268","$598,379","$604,000",80,58.9%,63,1.5,104%,19,14,1
990,Toronto E02,32,"$21,494,500","$671,703","$614,750",48,61.3%,55,1.4,105%,20,14,1
991,Toronto E03,44,"$26,205,980","$595,590","$562,500",68,61.9%,52,1.3,102%,21,14,1
992,Toronto E04,44,"$18,084,585","$411,013","$447,500",87,60.5%,109,1.9,99%,29,14,1
993,Toronto E05,43,"$16,037,980","$372,976","$302,000",78,66.7%,77,1.6,99%,25,14,1
994,Toronto E06,19,"$9,363,096","$492,795","$454,000",42,54.9%,37,1.7,100%,21,14,1
995,Toronto E07,37,"$13,388,600","$361,854","$270,000",76,60.2%,96,2.1,100%,31,14,1
996,Toronto E08,23,"$7,651,300","$332,665","$297,500",39,58.4%,59,2.3,98%,35,14,1
997,Toronto E09,82,"$26,706,889","$325,694","$276,000",122,57.2%,126,2.2,99%,30,14,1
998,Toronto E10,32,"$13,868,750","$433,398","$411,500",56,56.0%,77,2.3,100%,40,14,1
999,Toronto E11,43,"$15,452,100","$359,351","$360,000",74,62.5%,81,1.9,99%,31,14,1
1000,TREB Total,"5,731","$3,170,349,840","$553,193","$459,900","10,897",56.4%,"14,019",2.5,99%,26,14,2
1001,City of Toronto Total,"2,136","$1,280,348,384","$599,414","$459,950","4,393",54.3%,"5,797",2.6,101%,26,14,2
1002,Toronto West,500,"$251,927,982","$503,856","$433,750","1,074",56.7%,"1,453",2.5,100%,30,14,2
1003,Toronto W01,33,"$16,859,468","$510,893","$373,000",89,52.9%,118,2.6,100%,37,14,2
1004,Toronto W02,51,"$33,931,055","$665,315","$650,000",74,69.7%,73,1.3,106%,18,14,2
1005,Toronto W03,32,"$14,087,000","$440,219","$427,500",69,67.4%,63,1.5,100%,19,14,2
1006,Toronto W04,47,"$18,996,990","$404,191","$390,000",75,62.3%,94,2.2,99%,20,14,2
1007,Toronto W05,55,"$20,005,600","$363,738","$375,100",115,56.5%,182,2.9,98%,36,14,2
1008,Toronto W06,63,"$29,063,090","$461,319","$409,000",168,46.7%,301,3.9,101%,35,14,2
1009,Toronto W07,14,"$9,468,800","$676,343","$687,000",25,68.1%,23,1.4,104%,13,14,2
1010,Toronto W08,113,"$73,767,646","$652,811","$475,000",275,54.2%,353,2.7,99%,32,14,2
1011,Toronto W09,30,"$15,024,400","$500,813","$582,500",66,58.5%,82,2.4,99%,34,14,2
1012,Toronto W10,62,"$20,723,933","$334,257","$383,500",118,54.3%,164,2.8,99%,36,14,2
1013,Toronto Central,"1,059","$750,234,925","$708,437","$466,000","2,315",48.9%,"3,339",3.1,100%,27,14,2
1014,Toronto C01,270,"$135,796,567","$502,950","$407,750",719,43.5%,"1,173",3.8,100%,30,14,2
1015,Toronto C02,49,"$53,648,635","$1,094,870","$947,500",121,46.1%,204,4.0,102%,25,14,2
1016,Toronto C03,36,"$48,881,688","$1,357,825","$848,000",85,57.4%,96,2.4,99%,28,14,2
1017,Toronto C04,69,"$84,983,901","$1,231,651","$1,151,000",168,51.5%,206,2.6,100%,19,14,2
1018,Toronto C06,23,"$12,585,400","$547,191","$426,000",48,45.6%,64,3.5,101%,25,14,2
1019,Toronto C07,73,"$38,188,107","$523,125","$395,000",164,47.7%,238,3.3,98%,34,14,2
1020,Toronto C08,108,"$46,587,200","$431,363","$392,500",201,54.1%,286,2.7,99%,26,14,2
1021,Toronto C09,29,"$31,473,327","$1,085,287","$705,000",45,55.2%,63,2.9,98%,26,14,2
1022,Toronto C10,36,"$25,852,288","$718,119","$516,500",70,58.6%,81,2.0,104%,18,14,2
1023,Toronto C11,38,"$25,261,501","$664,776","$276,250",78,62.6%,81,1.7,106%,20,14,2
1024,Toronto C12,29,"$46,022,599","$1,586,986","$1,331,000",82,42.3%,132,4.8,97%,32,14,2
1025,Toronto C13,59,"$43,480,006","$736,949","$510,000",87,63.7%,90,1.8,101%,20,14,2
1026,Toronto C14,148,"$101,809,458","$687,902","$478,000",262,44.8%,375,3.5,99%,29,14,2
1027,Toronto C15,92,"$55,664,248","$605,046","$435,000",185,52.8%,250,2.7,101%,22,14,2
1028,Toronto East,577,"$278,185,477","$482,124","$468,000","1,004",62.7%,"1,005",1.7,103%,20,14,2
1029,Toronto E01,68,"$41,068,919","$603,955","$618,500",117,61.2%,96,1.5,106%,18,14,2
1030,Toronto E02,45,"$33,942,717","$754,283","$671,818",87,63.8%,71,1.4,104%,15,14,2
1031,Toronto E03,47,"$30,471,500","$648,330","$619,000",93,64.1%,75,1.3,105%,18,14,2
1032,Toronto E04,84,"$36,077,086","$429,489","$447,550",128,63.1%,114,1.8,102%,19,14,2
1033,Toronto E05,63,"$26,768,794","$424,901","$362,000",99,69.5%,88,1.5,103%,26,14,2
1034,Toronto E06,30,"$16,357,877","$545,263","$477,500",50,57.6%,47,1.6,101%,12,14,2
1035,Toronto E07,45,"$17,828,144","$396,181","$404,000",93,62.2%,116,2.0,103%,23,14,2
1036,Toronto E08,35,"$13,991,999","$399,771","$450,000",60,59.5%,66,2.2,100%,26,14,2
1037,Toronto E09,64,"$23,024,676","$359,761","$364,000",127,60.6%,155,2.1,100%,23,14,2
1038,Toronto E10,34,"$16,568,800","$487,318","$484,500",58,59.1%,87,2.2,102%,23,14,2
1039,Toronto E11,62,"$22,084,965","$356,209","$353,000",92,66.5%,90,1.8,100%,21,14,2
1040,TREB Total,"8,081","$4,506,646,216","$557,684","$473,000","14,829",56.7%,"16,543",2.4,99%,21,14,3
1041,City of Toronto Total,"2,978","$1,779,060,317","$597,401","$480,000","5,625",54.4%,"6,656",2.6,101%,22,14,3
1042,Toronto West,757,"$392,725,394","$518,792","$465,200","1,382",56.6%,"1,669",2.5,101%,23,14,3
1043,Toronto W01,61,"$36,242,403","$594,138","$530,000",81,53.9%,107,2.5,101%,20,14,3
1044,Toronto W02,71,"$48,160,439","$678,316","$670,000",114,67.6%,92,1.3,105%,19,14,3
1045,Toronto W03,65,"$30,487,349","$469,036","$493,000",113,67.0%,85,1.5,105%,14,14,3
1046,Toronto W04,63,"$27,766,322","$440,735","$449,000",105,61.7%,114,2.1,101%,25,14,3
1047,Toronto W05,102,"$40,090,429","$393,043","$416,000",193,56.7%,220,2.9,99%,27,14,3
1048,Toronto W06,88,"$38,952,863","$442,646","$427,500",243,47.4%,355,3.8,100%,30,14,3
1049,Toronto W07,22,"$19,110,353","$868,652","$823,950",31,68.9%,27,1.4,100%,14,14,3
1050,Toronto W08,164,"$100,772,260","$614,465","$502,750",292,53.9%,396,2.7,100%,24,14,3
1051,Toronto W09,41,"$23,939,620","$583,893","$625,000",73,58.2%,95,2.4,99%,18,14,3
1052,Toronto W10,80,"$27,203,356","$340,042","$369,950",137,54.5%,178,2.8,98%,30,14,3
1053,Toronto Central,"1,325","$942,141,947","$711,051","$483,000","2,897",48.7%,"3,850",3.1,100%,24,14,3
1054,Toronto C01,357,"$175,133,418","$490,570","$412,500",916,43.5%,"1,325",3.8,99%,27,14,3
1055,Toronto C02,51,"$58,120,488","$1,139,617","$900,000",124,46.3%,229,3.9,101%,25,14,3
1056,Toronto C03,51,"$53,961,718","$1,058,073","$710,000",73,57.8%,99,2.4,100%,22,14,3
1057,Toronto C04,97,"$116,201,290","$1,197,951","$1,150,000",164,51.7%,212,2.6,101%,21,14,3
1058,Toronto C06,29,"$18,359,804","$633,097","$489,900",82,44.9%,91,3.5,100%,24,14,3
1059,Toronto C07,110,"$70,729,924","$642,999","$475,000",225,48.0%,279,3.2,99%,24,14,3
1060,Toronto C08,124,"$61,192,589","$493,489","$432,500",267,53.3%,343,2.7,99%,23,14,3
1061,Toronto C09,24,"$44,241,575","$1,843,399","$1,535,000",52,54.1%,77,2.9,98%,19,14,3
1062,Toronto C10,52,"$36,642,270","$704,659","$659,950",77,60.7%,87,2.0,100%,22,14,3
1063,Toronto C11,56,"$38,386,550","$685,474","$385,950",57,65.1%,63,1.7,101%,21,14,3
1064,Toronto C12,40,"$72,932,166","$1,823,304","$1,549,950",75,42.2%,131,4.7,96%,29,14,3
1065,Toronto C13,60,"$36,789,400","$613,157","$469,575",112,63.2%,115,1.8,103%,20,14,3
1066,Toronto C14,137,"$82,759,101","$604,081","$413,900",401,43.3%,498,3.6,98%,24,14,3
1067,Toronto C15,137,"$76,691,654","$559,793","$472,000",272,52.7%,301,2.6,100%,24,14,3
1068,Toronto East,896,"$444,192,976","$495,751","$485,950","1,346",63.7%,"1,137",1.7,103%,16,14,3
1069,Toronto E01,83,"$55,960,404","$674,222","$648,888",97,63.3%,84,1.4,107%,12,14,3
1070,Toronto E02,70,"$51,911,013","$741,586","$659,000",105,63.7%,80,1.4,103%,11,14,3
1071,Toronto E03,100,"$60,494,910","$604,949","$586,250",150,64.7%,89,1.2,106%,13,14,3
1072,Toronto E04,104,"$43,953,717","$422,632","$462,504",151,64.9%,127,1.7,102%,16,14,3
1073,Toronto E05,86,"$41,194,935","$479,011","$386,500",123,70.1%,94,1.5,103%,14,14,3
1074,Toronto E06,47,"$26,657,590","$567,183","$532,000",64,58.6%,49,1.6,102%,14,14,3
1075,Toronto E07,76,"$30,856,998","$406,013","$355,000",134,62.6%,138,2.0,104%,22,14,3
1076,Toronto E08,60,"$27,175,542","$452,926","$437,500",99,59.2%,92,2.2,99%,24,14,3
1077,Toronto E09,119,"$44,025,053","$369,958","$365,000",188,61.8%,175,2.0,100%,19,14,3
1078,Toronto E10,68,"$30,313,188","$445,782","$438,000",109,59.9%,96,2.1,100%,19,14,3
1079,Toronto E11,83,"$31,649,626","$381,321","$380,000",126,68.3%,113,1.7,100%,17,14,3
1080,TREB Total,"9,706","$5,609,073,863","$577,898","$485,000","17,351",57.1%,"19,118",2.4,100%,20,14,4
1081,City of Toronto Total,"3,544","$2,274,062,972","$641,666","$500,000","6,686",54.8%,"7,674",2.5,101%,20,14,4
1082,Toronto West,845,"$471,653,689","$558,170","$487,000","1,629",56.9%,"1,961",2.5,101%,21,14,4
1083,Toronto W01,57,"$40,759,055","$715,071","$707,118",100,54.4%,119,2.5,104%,17,14,4
1084,Toronto W02,91,"$65,920,327","$724,399","$651,000",144,67.8%,110,1.3,105%,15,14,4
1085,Toronto W03,63,"$31,346,542","$497,564","$492,000",120,65.3%,104,1.5,104%,13,14,4
1086,Toronto W04,73,"$33,964,000","$465,260","$470,000",138,63.4%,142,2.1,101%,20,14,4
1087,Toronto W05,109,"$48,260,600","$442,758","$449,000",205,56.6%,257,2.9,99%,25,14,4
1088,Toronto W06,108,"$51,474,978","$476,620","$433,900",298,47.1%,442,3.8,102%,25,14,4
1089,Toronto W07,38,"$33,710,745","$887,125","$870,050",54,70.9%,36,1.3,103%,11,14,4
1090,Toronto W08,173,"$115,092,352","$665,274","$558,000",347,53.6%,455,2.7,100%,24,14,4
1091,Toronto W09,46,"$20,815,888","$452,519","$422,750",88,57.7%,111,2.5,100%,20,14,4
1092,Toronto W10,87,"$30,309,202","$348,382","$392,900",135,57.5%,185,2.7,98%,27,14,4
1093,Toronto Central,"1,644","$1,262,013,036","$767,648","$512,000","3,411",49.1%,"4,379",3.1,100%,23,14,4
1094,Toronto C01,402,"$194,732,994","$484,410","$411,000","1,016",43.0%,"1,516",3.9,100%,27,14,4
1095,Toronto C02,89,"$97,348,976","$1,093,809","$900,000",164,48.0%,247,3.8,103%,17,14,4
1096,Toronto C03,53,"$65,925,268","$1,243,873","$1,015,500",90,58.8%,105,2.4,99%,22,14,4
1097,Toronto C04,125,"$168,184,199","$1,345,474","$1,225,000",207,52.6%,225,2.6,101%,20,14,4
1098,Toronto C06,43,"$24,368,536","$566,710","$480,000",69,46.8%,95,3.4,100%,27,14,4
1099,Toronto C07,127,"$91,282,585","$718,761","$695,000",272,48.4%,323,3.1,99%,20,14,4
1100,Toronto C08,160,"$75,791,523","$473,697","$415,000",334,53.3%,403,2.7,98%,23,14,4
1101,Toronto C09,52,"$88,283,153","$1,697,753","$1,445,500",86,55.9%,86,2.7,99%,21,14,4
1102,Toronto C10,71,"$55,201,211","$777,482","$697,000",120,60.5%,100,2.0,102%,15,14,4
1103,Toronto C11,59,"$38,524,314","$652,954","$355,000",91,66.6%,74,1.6,102%,24,14,4
1104,Toronto C12,46,"$102,804,525","$2,234,881","$2,272,500",113,43.6%,153,4.5,96%,26,14,4
1105,Toronto C13,90,"$56,473,768","$627,486","$522,500",141,62.5%,133,1.8,103%,16,14,4
1106,Toronto C14,175,"$119,749,536","$684,283","$455,000",423,43.9%,581,3.6,98%,25,14,4
1107,Toronto C15,152,"$83,342,448","$548,306","$431,900",285,54.1%,338,2.6,100%,22,14,4
1108,Toronto East,"1,055","$540,396,247","$512,224","$500,000","1,646",64.2%,"1,334",1.7,104%,15,14,4
1109,Toronto E01,94,"$62,967,742","$669,870","$635,000",161,64.4%,114,1.4,108%,10,14,4
1110,Toronto E02,87,"$73,280,631","$842,306","$725,061",139,63.2%,83,1.3,103%,11,14,4
1111,Toronto E03,107,"$70,559,451","$659,434","$615,800",181,65.1%,131,1.2,109%,9,14,4
1112,Toronto E04,135,"$56,244,338","$416,625","$440,000",209,66.1%,158,1.6,102%,16,14,4
1113,Toronto E05,110,"$53,429,503","$485,723","$423,450",150,71.3%,100,1.4,103%,15,14,4
1114,Toronto E06,49,"$26,726,375","$545,436","$481,075",88,57.5%,61,1.6,102%,11,14,4
1115,Toronto E07,111,"$49,520,978","$446,135","$400,500",168,62.9%,155,1.9,104%,16,14,4
1116,Toronto E08,65,"$28,913,338","$444,821","$480,000",112,60.8%,113,2.1,102%,11,14,4
1117,Toronto E09,127,"$48,263,413","$380,027","$375,800",202,61.8%,197,2.0,102%,21,14,4
1118,Toronto E10,78,"$39,016,200","$500,208","$499,950",105,62.1%,100,2.1,102%,13,14,4
1119,Toronto E11,92,"$31,474,278","$342,112","$355,000",131,67.6%,122,1.8,100%,22,14,4
1120,TREB Total,"11,079","$6,483,480,435","$585,204","$490,000","18,931",57.9%,"20,679",2.4,100%,21,14,5
1121,City of Toronto Total,"4,069","$2,655,757,881","$652,681","$522,000","7,360",55.1%,"8,310",2.5,101%,20,14,5
1122,Toronto West,"1,038","$589,537,837","$567,956","$502,500","1,862",56.8%,"2,147",2.5,101%,22,14,5
1123,Toronto W01,53,"$39,746,676","$749,937","$590,000",120,53.1%,141,2.6,102%,20,14,5
1124,Toronto W02,116,"$80,801,600","$696,566","$661,500",156,68.9%,117,1.3,104%,13,14,5
1125,Toronto W03,90,"$45,012,731","$500,141","$507,500",151,65.3%,120,1.5,103%,16,14,5
1126,Toronto W04,89,"$40,253,607","$452,288","$453,000",139,64.8%,158,2.0,101%,20,14,5
1127,Toronto W05,139,"$58,171,486","$418,500","$442,500",241,57.0%,295,2.8,99%,33,14,5
1128,Toronto W06,144,"$74,180,883","$515,145","$523,500",312,46.4%,472,3.8,101%,25,14,5
1129,Toronto W07,44,"$37,189,827","$845,223","$808,500",52,71.6%,37,1.3,102%,13,14,5
1130,Toronto W08,219,"$151,552,368","$692,020","$565,000",419,53.5%,497,2.7,99%,24,14,5
1131,Toronto W09,59,"$29,397,821","$498,268","$546,000",111,58.3%,124,2.5,101%,21,14,5
1132,Toronto W10,85,"$33,230,838","$390,951","$420,000",161,56.5%,186,2.7,99%,22,14,5
1133,Toronto Central,"1,816","$1,430,127,311","$787,515","$547,950","3,702",49.2%,"4,738",3.1,100%,22,14,5
1134,Toronto C01,471,"$232,795,899","$494,259","$412,000","1,139",42.9%,"1,634",3.8,100%,26,14,5
1135,Toronto C02,83,"$94,925,373","$1,143,679","$839,000",167,48.3%,265,3.8,101%,23,14,5
1136,Toronto C03,68,"$67,917,453","$998,786","$711,250",122,58.4%,118,2.4,102%,19,14,5
1137,Toronto C04,142,"$197,176,993","$1,388,570","$1,297,500",216,53.7%,215,2.5,100%,19,14,5
1138,Toronto C06,34,"$20,808,900","$612,026","$597,500",63,48.3%,96,3.3,99%,19,14,5
1139,Toronto C07,128,"$86,867,078","$678,649","$496,190",280,47.9%,374,3.1,98%,22,14,5
1140,Toronto C08,159,"$81,934,523","$515,311","$440,000",332,52.9%,433,2.8,100%,23,14,5
1141,Toronto C09,48,"$92,569,372","$1,928,529","$1,725,000",89,54.2%,110,2.8,98%,19,14,5
1142,Toronto C10,66,"$53,210,446","$806,219","$842,500",125,60.8%,123,1.9,103%,11,14,5
1143,Toronto C11,63,"$57,798,200","$917,432","$775,000",74,66.8%,63,1.6,103%,16,14,5
1144,Toronto C12,56,"$98,647,200","$1,761,557","$1,712,500",106,45.2%,154,4.4,98%,25,14,5
1145,Toronto C13,106,"$85,946,380","$810,815","$715,100",135,65.4%,115,1.7,104%,17,14,5
1146,Toronto C14,207,"$145,565,526","$703,215","$450,000",496,44.2%,655,3.6,98%,24,14,5
1147,Toronto C15,185,"$113,963,968","$616,021","$510,000",358,54.1%,383,2.5,101%,19,14,5
1148,Toronto East,"1,215","$636,092,733","$523,533","$515,000","1,796",65.6%,"1,425",1.6,103%,15,14,5
1149,Toronto E01,128,"$87,426,359","$683,018","$673,000",182,66.2%,123,1.3,108%,11,14,5
1150,Toronto E02,113,"$85,726,339","$758,640","$715,000",179,64.7%,103,1.3,103%,11,14,5
1151,Toronto E03,151,"$94,800,576","$627,818","$595,900",198,66.4%,117,1.2,106%,13,14,5
1152,Toronto E04,127,"$55,063,695","$433,572","$478,000",193,67.2%,171,1.6,102%,15,14,5
1153,Toronto E05,120,"$57,106,652","$475,889","$410,500",169,74.1%,115,1.3,103%,13,14,5
1154,Toronto E06,52,"$29,110,751","$559,822","$548,500",96,57.4%,73,1.6,102%,14,14,5
1155,Toronto E07,132,"$61,498,948","$465,901","$453,000",190,64.5%,159,1.8,104%,17,14,5
1156,Toronto E08,86,"$39,705,745","$461,695","$470,500",116,63.4%,113,2.0,101%,21,14,5
1157,Toronto E09,122,"$47,686,788","$390,875","$422,000",198,61.4%,212,2.0,100%,21,14,5
1158,Toronto E10,78,"$39,575,000","$507,372","$500,000",121,63.4%,112,2.0,100%,19,14,5
1159,Toronto E11,106,"$38,391,880","$362,188","$375,500",154,70.0%,127,1.7,100%,16,14,5
1160,TREB Total,"10,180","$5,791,944,008","$568,953","$480,000","16,735",58.3%,"20,686",2.3,100%,22,14,6
1161,City of Toronto Total,"3,795","$2,344,757,716","$617,854","$493,000","6,521",55.6%,"8,267",2.5,101%,21,14,6
1162,Toronto West,971,"$531,899,417","$547,785","$483,000","1,657",57.3%,"2,169",2.4,101%,23,14,6
1163,Toronto W01,52,"$39,740,832","$764,247","$732,500",110,51.2%,151,2.7,105%,18,14,6
1164,Toronto W02,100,"$68,429,829","$684,298","$655,000",149,68.0%,118,1.3,107%,12,14,6
1165,Toronto W03,74,"$35,356,742","$477,794","$479,000",118,64.7%,119,1.5,101%,20,14,6
1166,Toronto W04,93,"$36,897,743","$396,750","$396,000",122,66.9%,149,1.9,100%,21,14,6
1167,Toronto W05,129,"$49,915,973","$386,946","$430,000",203,58.5%,301,2.7,98%,30,14,6
1168,Toronto W06,133,"$71,479,739","$537,442","$492,000",265,47.6%,447,3.7,100%,32,14,6
1169,Toronto W07,38,"$32,012,400","$842,432","$777,000",44,74.6%,32,1.3,104%,11,14,6
1170,Toronto W08,198,"$133,141,721","$672,433","$530,000",374,53.2%,517,2.7,99%,24,14,6
1171,Toronto W09,60,"$30,812,188","$513,536","$555,000",91,59.4%,123,2.4,101%,23,14,6
1172,Toronto W10,94,"$34,112,250","$362,896","$401,000",181,56.8%,212,2.6,98%,25,14,6
1173,Toronto Central,"1,721","$1,249,570,296","$726,072","$500,000","3,204",49.6%,"4,680",3.0,100%,24,14,6
1174,Toronto C01,432,"$214,267,923","$495,991","$411,000",962,43.0%,"1,630",3.8,100%,27,14,6
1175,Toronto C02,91,"$98,138,231","$1,078,442","$860,000",176,48.6%,261,3.7,101%,22,14,6
1176,Toronto C03,65,"$82,343,518","$1,266,823","$870,000",101,58.0%,125,2.3,100%,23,14,6
1177,Toronto C04,112,"$148,249,227","$1,323,654","$1,200,000",204,53.2%,218,2.4,101%,16,14,6
1178,Toronto C06,27,"$16,611,050","$615,224","$730,000",68,47.3%,108,3.4,101%,20,14,6
1179,Toronto C07,118,"$74,134,058","$628,255","$461,000",228,48.9%,367,3.1,98%,26,14,6
1180,Toronto C08,190,"$89,802,714","$472,646","$420,000",276,54.4%,380,2.7,99%,24,14,6
1181,Toronto C09,31,"$48,292,600","$1,557,826","$1,258,000",54,54.0%,102,2.8,99%,19,14,6
1182,Toronto C10,89,"$71,881,078","$807,653","$720,000",117,61.8%,123,1.8,102%,18,14,6
1183,Toronto C11,59,"$52,836,184","$895,529","$810,000",68,68.4%,56,1.5,101%,15,14,6
1184,Toronto C12,48,"$76,469,062","$1,593,105","$1,267,500",77,47.0%,147,4.2,98%,30,14,6
1185,Toronto C13,81,"$59,490,674","$734,453","$485,000",129,65.2%,117,1.7,103%,18,14,6
1186,Toronto C14,198,"$116,216,214","$586,951","$425,000",409,44.8%,654,3.5,98%,31,14,6
1187,Toronto C15,180,"$100,837,763","$560,210","$450,500",335,54.5%,392,2.4,100%,22,14,6
1188,Toronto East,"1,103","$563,288,004","$510,687","$495,000","1,660",66.1%,"1,418",1.6,103%,16,14,6
